id,elec_type_name,volt_name,,contract_cap,run_cap,shift_no,build_date,cancel_date,chk_cycle,last_chk_date,tmp_name,tmp_date
2782005556,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-08-19 16:37:00,,120,2019-08-19 16:37:00,非临时用电,
2782005558,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-08-19 16:37:00,,120,2019-08-19 16:37:00,非临时用电,
2782005566,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-08-19 16:37:00,,120,2019-08-19 16:37:00,非临时用电,
2782005573,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-08-19 16:37:00,,120,2019-08-19 16:37:00,非临时用电,
2782005577,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-08-19 16:37:00,,120,2019-08-19 16:37:00,非临时用电,
2782005578,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-08-19 16:37:00,,120,2019-08-19 16:37:00,非临时用电,
2782005580,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-08-19 16:37:00,,120,2019-08-19 16:37:00,非临时用电,
2782005582,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-08-19 16:37:00,,120,2019-08-19 16:37:00,非临时用电,
2782005583,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-08-19 16:37:00,,120,2019-08-19 16:37:00,非临时用电,
2782005585,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-08-19 16:37:00,,120,2019-08-19 16:37:00,非临时用电,
2782005588,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-08-19 16:37:00,,120,2019-08-19 16:37:00,非临时用电,
2782118379,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118380,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118382,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118384,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118386,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118392,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118394,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118396,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118398,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118405,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118408,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118414,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118423,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118426,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118428,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118432,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118433,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118435,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118438,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118440,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118445,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118446,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118448,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118449,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118452,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118453,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118455,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118457,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118460,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118465,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118474,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118477,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118482,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118486,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118495,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2782118499,乡村居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-26 17:00:00,,120,2019-09-26 17:00:00,非临时用电,
2823921582,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2823941762,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2823951276,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2823999664,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824001462,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824029712,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-20 15:56:00,,120,2019-09-20 15:56:00,非临时用电,
2824033760,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824034378,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824035341,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824035607,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824036073,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824036493,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824036898,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824037127,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824038962,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824155302,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824155351,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824155753,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824156397,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824163039,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824164717,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824164961,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824165773,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824166313,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824166564,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824167717,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824175695,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824177449,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824177868,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824184193,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824184412,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824185427,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824185537,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824185810,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824186619,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-11 19:11:00,,120,2019-10-11 19:11:00,非临时用电,
2824211185,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-09-20 16:13:00,,120,2019-09-20 16:13:00,非临时用电,
2824597614,城镇居民生活用电,交流380V,居民生活<1kV(合表),39.0,39.0,,2019-09-24 17:46:00,,120,2019-09-24 17:46:00,非临时用电,
2826736414,城镇居民生活用电,交流380V,居民生活<1kV(合表),660.0,660.0,,2019-09-25 18:16:00,,120,2019-09-25 18:16:00,非临时用电,
2826762647,城镇居民生活用电,交流380V,居民生活<1kV(合表),396.0,396.0,,2019-09-26 15:35:00,,120,2019-09-26 15:35:00,非临时用电,
2826779100,城镇居民生活用电,交流380V,居民生活<1kV(合表),396.0,396.0,,2019-09-25 18:19:00,,120,2019-09-25 18:19:00,非临时用电,
2828376796,乡村居民生活用电,交流380V,居民生活<1kV(合表),396.0,396.0,,2019-09-27 14:35:00,,120,2019-09-27 14:35:00,非临时用电,
2828378890,乡村居民生活用电,交流380V,居民生活<1kV(合表),396.0,396.0,,2019-09-27 14:37:00,,120,2019-09-27 14:37:00,非临时用电,
2828387518,乡村居民生活用电,交流380V,居民生活<1kV(合表),396.0,396.0,,2019-09-27 14:40:00,,120,2019-09-27 14:40:00,非临时用电,
2828388123,乡村居民生活用电,交流380V,居民生活<1kV(合表),396.0,396.0,,2019-09-27 14:43:00,,120,2019-09-27 14:43:00,非临时用电,
2831254490,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-09 15:05:00,,120,2019-10-09 15:05:00,非临时用电,
2835826592,城镇居民生活用电,交流380V,居民生活<1kV(合表),396.0,396.0,,2019-10-16 16:53:00,,120,2019-10-16 16:53:00,非临时用电,
2835838502,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-10-26 16:30:00,,120,2019-10-26 16:30:00,非临时用电,
2835858057,城镇居民生活用电,交流380V,居民生活<1kV(合表),396.0,396.0,,2019-10-16 16:44:00,,120,2019-10-16 16:44:00,非临时用电,
2842558355,城镇居民生活用电,交流380V,居民生活<1kV(合表),396.0,396.0,,2019-10-25 16:21:00,,120,2019-10-25 16:21:00,非临时用电,
2845096138,城镇居民生活用电,交流380V,居民生活<1kV(合表),792.0,792.0,,2019-10-30 17:09:00,,120,2019-10-30 17:09:00,非临时用电,
2845281372,城镇居民生活用电,交流380V,居民生活<1kV(合表),528.0,528.0,,2019-10-30 17:05:00,,120,2019-10-30 17:05:00,非临时用电,
2846190824,城镇居民生活用电,交流380V,居民生活<1kV(合表),39.0,39.0,,2019-11-01 16:32:00,,120,2019-11-01 16:32:00,非临时用电,
2849545762,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-12-12 19:34:00,,120,2019-12-12 19:34:00,非临时用电,
2849550342,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-12-12 19:34:00,,120,2019-12-12 19:34:00,非临时用电,
2849680410,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-12-12 19:54:00,,120,2019-12-12 19:54:00,非临时用电,
2849830802,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-12-12 19:17:00,,120,2019-12-12 19:17:00,非临时用电,
2850058846,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-11-08 11:37:00,,120,2019-11-08 11:37:00,非临时用电,
2853881897,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-11-15 16:20:00,,120,2019-11-15 16:20:00,非临时用电,
2854511486,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-11-18 16:22:00,,120,2019-11-18 16:22:00,非临时用电,
2854877353,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-11-18 16:23:00,,120,2019-11-18 16:23:00,非临时用电,
2859009500,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-11-25 12:24:00,,120,2019-11-25 12:24:00,非临时用电,
2859443734,非居民照明,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-11-26 15:49:00,,120,2019-11-26 15:49:00,非临时用电,
2859659409,城镇居民生活用电,交流380V,居民生活<1kV(合表),39.0,39.0,,2019-11-26 15:37:00,,120,2019-11-26 15:37:00,非临时用电,
2863741113,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-12-03 14:43:00,,120,2019-12-03 14:43:00,非临时用电,
2863883723,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-12-04 17:00:00,,120,2019-12-04 17:00:00,非临时用电,
2864274538,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-12-04 16:52:00,,120,2019-12-04 16:52:00,非临时用电,
2868757048,城镇居民生活用电,交流220V,居民生活<1kV(合表),13.0,13.0,,2019-12-11 14:57:00,,120,2019-12-11 14:57:00,非临时用电,
2869806821,城镇居民生活用电,交流380V,居民生活<1kV(合表),396.0,396.0,,2019-12-13 16:55:00,,120,2019-12-13 16:55:00,非临时用电,
2870215177,城镇居民生活用电,交流380V,居民生活<1kV(合表),264.0,264.0,,2019-12-14 16:46:00,,120,2019-12-14 16:46:00,非临时用电,
2870216334,城镇居民生活用电,交流380V,居民生活<1kV(合表),264.0,264.0,,2019-12-14 16:43:00,,120,2019-12-14 16:43:00,非临时用电,
2870223689,城镇居民生活用电,交流380V,居民生活<1kV(合表),264.0,264.0,,2019-12-14 16:42:00,,120,2019-12-14 16:42:00,非临时用电,
2870252933,城镇居民生活用电,交流380V,居民生活<1kV(合表),264.0,264.0,,2019-12-14 17:01:00,,120,2019-12-14 17:01:00,非临时用电,
2870376747,城镇居民生活用电,交流380V,居民生活<1kV(合表),495.0,495.0,,2019-12-13 16:36:00,,120,2019-12-13 16:36:00,非临时用电,
2870413011,城镇居民生活用电,交流380V,居民生活<1kV(合表),330.0,330.0,,2019-12-14 16:47:00,,120,2019-12-14 16:47:00,非临时用电,
183861158,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2002-07-15 09:42:00,,24,2002-07-15 00:00:00,非临时用电,
183861159,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2002-07-15 09:42:00,,24,2002-07-15 00:00:00,非临时用电,
183861422,城镇居民生活用电,交流380V,居民生活<1kV(合表),45.0,45.0,4.0,2002-05-20 11:06:00,,24,2002-05-20 00:00:00,非临时用电,
183861490,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2002-07-15 09:42:00,,24,2002-07-15 00:00:00,非临时用电,
183861520,非居民照明,交流380V,居民生活<1kV(合表),24.0,24.0,1.0,2002-06-05 11:47:00,,24,2002-06-05 00:00:00,非临时用电,
183861523,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2001-02-01 15:48:00,,24,2001-02-01 00:00:00,非临时用电,
183861525,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2001-02-01 15:48:00,,24,2001-02-01 00:00:00,非临时用电,
183861845,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2002-07-03 00:00:00,,24,2002-07-03 00:00:00,非临时用电,
183861852,城镇居民生活用电,交流380V,居民生活<1kV(合表),39.0,39.0,,2002-07-03 10:37:00,,24,2002-07-03 00:00:00,非临时用电,
183861883,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2001-04-28 16:39:00,,24,2001-04-28 00:00:00,非临时用电,
183862249,城镇居民生活用电,交流220V,居民生活<1kV(合表),4.0,4.0,1.0,2002-08-22 09:12:00,,24,2002-08-22 00:00:00,非临时用电,
183862593,城镇居民生活用电,交流220V,居民生活<1kV(合表),4.0,4.0,1.0,2002-08-22 09:12:00,,24,2002-08-22 00:00:00,非临时用电,
183862598,城镇居民生活用电,交流220V,居民生活<1kV(合表),4.0,4.0,1.0,2002-08-22 09:12:00,,24,2002-08-22 00:00:00,非临时用电,
183862826,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2002-07-24 08:57:00,,24,2002-07-24 00:00:00,非临时用电,
183863527,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,,2002-08-22 09:15:00,,24,2002-08-22 00:00:00,非临时用电,
183863529,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2002-08-22 09:15:00,,24,2002-08-22 00:00:00,非临时用电,
183863530,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2002-08-22 09:15:00,,24,2002-08-22 00:00:00,非临时用电,
183863877,城镇居民生活用电,交流380V,居民生活<1kV(合表),10.0,10.0,1.0,2002-09-11 09:31:00,,24,2002-09-11 00:00:00,非临时用电,
183864401,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2002-09-16 11:06:00,,24,2002-09-16 00:00:00,非临时用电,
183864477,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2002-08-22 09:15:00,,24,2002-08-22 00:00:00,非临时用电,
183864932,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2002-12-25 10:32:00,,24,2002-12-25 00:00:00,非临时用电,
183865175,城镇居民生活用电,交流220V,居民生活<1kV(合表),4.0,4.0,1.0,2002-10-25 10:54:00,,24,2002-10-25 00:00:00,非临时用电,
183865919,城镇居民生活用电,交流220V,居民生活<1kV(合表),4.0,4.0,1.0,2002-10-25 10:51:00,,24,2002-10-25 00:00:00,非临时用电,
183866238,城镇居民生活用电,交流220V,居民生活<1kV(合表),4.0,4.0,1.0,2002-12-02 14:50:00,,24,2002-12-02 00:00:00,非临时用电,
183866370,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2001-03-21 11:45:00,,24,2001-03-21 00:00:00,非临时用电,
183866517,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-21 15:51:00,,24,2003-01-21 00:00:00,非临时用电,
183866521,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-21 15:51:00,,24,2003-01-21 00:00:00,非临时用电,
183866558,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2002-12-02 14:51:00,,24,2002-12-02 00:00:00,非临时用电,
183866589,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2001-12-25 16:24:00,,24,2001-12-25 00:00:00,非临时用电,
183866598,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-21 15:51:00,,24,2003-01-21 00:00:00,非临时用电,
183866903,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-21 15:51:00,,24,2003-01-21 00:00:00,非临时用电,
183866904,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-21 15:51:00,,24,2003-01-21 00:00:00,非临时用电,
183866905,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-21 15:51:00,,24,2003-01-21 00:00:00,非临时用电,
183867723,非居民照明,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2001-12-25 16:24:00,,24,2001-12-25 00:00:00,非临时用电,
183867724,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2001-12-25 16:24:00,,24,2001-12-25 00:00:00,非临时用电,
183867725,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2001-12-25 16:24:00,,24,2001-12-25 00:00:00,非临时用电,
183867727,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2001-12-25 16:24:00,,24,2001-12-25 00:00:00,非临时用电,
183867927,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-21 15:45:00,,24,2003-01-21 00:00:00,非临时用电,
183868585,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-02 15:54:00,,24,2003-01-02 00:00:00,非临时用电,
183869459,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-07 08:35:00,,24,2003-01-07 00:00:00,非临时用电,
183869755,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-21 15:45:00,,24,2003-01-21 00:00:00,非临时用电,
183869760,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-21 15:45:00,,24,2003-01-21 00:00:00,非临时用电,
183869762,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-21 15:45:00,,24,2003-01-21 00:00:00,非临时用电,
183869763,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-21 15:45:00,,24,2003-01-21 00:00:00,非临时用电,
183869769,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-21 15:45:00,,24,2003-01-21 00:00:00,非临时用电,
183869797,城镇居民生活用电,交流220V,居民生活<1kV(合表),4.0,4.0,1.0,2003-01-21 15:37:00,,24,2003-01-21 00:00:00,非临时用电,
183870139,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-30 11:50:00,,24,2003-01-30 00:00:00,非临时用电,
183870141,非居民照明,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-30 11:50:00,,24,2003-01-30 00:00:00,非临时用电,
183870143,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-30 11:50:00,,24,2003-01-30 00:00:00,非临时用电,
183870144,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-30 11:50:00,,24,2003-01-30 00:00:00,非临时用电,
183870344,城镇居民生活用电,交流220V,居民生活<1kV(合表),8.0,8.0,1.0,2003-02-14 17:02:00,,24,2003-02-14 00:00:00,非临时用电,
183870472,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-07 08:35:00,,24,2003-01-07 00:00:00,非临时用电,
183870473,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-01-07 08:35:00,,24,2003-01-07 00:00:00,非临时用电,
183870800,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-04-24 10:23:00,,24,2003-04-24 00:00:00,非临时用电,
183870801,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-04-24 10:23:00,,24,2003-04-24 00:00:00,非临时用电,
183870802,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-04-24 10:23:00,,24,2003-04-24 00:00:00,非临时用电,
183870807,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-04-24 10:23:00,,24,2003-04-24 00:00:00,非临时用电,
183870808,城镇居民生活用电,交流220V,居民生活<1kV(合表),2.0,2.0,1.0,2003-04-24 10:23:00,,24,2003-04-24 00:00:00,非临时用电,
