"   ","ID","ELEC_TYPE_NAME","VOLT_NAME","PRC_NAME","CONTRACT_CAP","RUN_CAP","SHIFT_NO","BUILD_DATE","CANCEL_DATE","CHK_CYCLE","LAST_CHK_DATE","TMP_NAME","TMP_DATE","IS_FLAG"
"2334","432332510","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2002/3/1","","60","2008/3/1","非临时用电","","0"
"2335","432332553","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2001/12/2","","240","2007/12/2","非临时用电","","0"
"2336","432333035","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2001/10/17","","240","2007/10/17","非临时用电","","0"
"2337","432333096","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2000/1/1","","240","2008/1/1","非临时用电","","0"
"2338","432333327","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2000/1/1","","12","2008/1/1","非临时用电","","0"
"2339","432333414","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2001/10/15","","240","2007/10/15","非临时用电","","0"
"2340","432333534","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/6/7","","240","2008/6/7","非临时用电","","0"
"2341","432333607","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","","2001/7/5","","12","2020/5/1","非临时用电","","0"
"2342","432333774","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/2/10","","240","2007/2/10","非临时用电","","0"
"2343","432333789","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2001/7/9","","12","2007/7/9","非临时用电","","0"
"2344","432333822","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/6/5","","240","2007/6/5","非临时用电","","0"
"2345","432333888","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","","2004/8/20","","24","2008/8/20","非临时用电","","0"
"2346","432333889","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2347","432333960","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2348","432333972","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2349","432334128","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2001/9/9","","240","2007/9/9","非临时用电","","0"
"2350","432334159","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2000/1/1","","240","2008/1/1","非临时用电","","0"
"2351","432334297","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2352","432334492","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2353","432334508","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2354","432334580","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2355","432334663","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2356","432334681","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","","2004/10/12","","240","2008/10/12","非临时用电","","0"
"2357","432334689","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2358","432334769","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2359","432334871","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2360","432334961","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2361","432335044","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2362","432335158","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","1","2004/8/20","","24","2008/8/20","非临时用电","","0"
"2363","432335168","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2364","432335245","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2365","432335345","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2366","432335404","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2367","432335425","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2368","432335445","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2369","432335503","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2370","432335560","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2002/1/26","","240","2008/1/26","非临时用电","","0"
"2371","432335622","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2372","432335697","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2373","432335717","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","12.000000","12.000000","","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2374","432335761","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2002/3/11","","24","2008/3/11","非临时用电","","0"
"2375","432335848","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2007/1/17 15:05:00","","240","2007/1/17","非临时用电","","0"
"2376","432335858","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2377","432335860","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2378","432335863","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2379","432335935","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2380","432335958","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2381","432335995","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2382","432336025","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2000/1/1","","240","2008/1/1","非临时用电","","0"
"2383","432336044","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2384","432336047","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2385","432336105","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2002/3/11","","24","2008/3/11","非临时用电","","0"
"2386","432336172","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2007/5/23 11:38:00","","240","2007/5/23","非临时用电","","0"
"2387","432336314","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2001/12/25","","24","2007/12/25","非临时用电","","0"
"2388","432336378","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2389","432336418","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2390","432336430","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2391","432336512","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2392","432322784","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2393","432322820","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2394","432322939","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","15.000000","15.000000","","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2395","432322982","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2396","432323223","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2002/1/22","","240","2008/1/22","非临时用电","","0"
"2397","432323282","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2398","432323403","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2001/8/21","","240","2007/8/21","非临时用电","","0"
"2399","432323764","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2007/3/20 9:13:00","","240","2007/3/20","非临时用电","","0"
"2400","432323775","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2006/3/12","","240","2008/3/12","非临时用电","","0"
"2401","432323883","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2006/9/10","","240","2008/9/10","非临时用电","","0"
"2402","432323927","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2403","432323990","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2006/10/13 16:13:00","","240","2008/10/13","非临时用电","","0"
"2404","432324163","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2005/12/13 10:06:00","","240","2007/12/13","非临时用电","","0"
"2405","432324190","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2001/12/19","","240","2007/12/19","非临时用电","","0"
"2406","432324238","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","1","2002/3/11","","240","2021/7/12","非临时用电","","0"
"2407","432324288","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2004/8/20","","240","2011/5/15","非临时用电","","0"
"2408","432324392","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2409","432324483","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2410","432324506","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2411","432324604","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2006/5/10","","240","2008/5/10","非临时用电","","0"
"2412","432324632","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2001/12/19","","240","2007/12/19","非临时用电","","0"
"2413","432324717","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2005/1/18","","240","2007/1/18","非临时用电","","0"
"2414","432324756","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2415","432324776","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2416","432324858","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2417","432325251","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2006/1/13","","240","2008/1/13","非临时用电","","0"
"2418","432325363","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","30.000000","30.000000","1","2007/1/17 15:08:00","","240","2007/1/17","非临时用电","","0"
"2419","432325364","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","30.000000","30.000000","1","2007/1/17 15:08:00","","240","2007/1/17","非临时用电","","0"
"2420","432325490","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2007/10/19 9:53:00","","240","2007/10/19","非临时用电","","0"
"2421","432325565","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2007/10/16 17:01:00","","240","2007/10/16","非临时用电","","0"
"2422","432325681","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2007/11/1 11:32:00","","240","2007/11/1","非临时用电","","0"
"2423","432325753","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2424","432325982","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2007/8/21 15:00:00","","240","2007/8/21","非临时用电","","0"
"2425","432326043","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2426","432326256","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2427","432326313","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2007/8/15","","24","2007/8/15","非临时用电","","0"
"2428","432326423","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2008/3/5 8:47:00","","240","2008/3/5","非临时用电","","0"
"2429","432326565","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2430","432326608","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2007/2/15 8:51:00","","240","2007/2/15","非临时用电","","0"
"2431","432326648","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","66.000000","66.000000","","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2432","432326667","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2007/1/16 17:05:00","","240","2007/1/16","非临时用电","","0"
"2433","432326685","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2434","432326797","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2006/9/1 10:39:00","","240","2008/9/1","非临时用电","","0"
"2435","432326966","乡村居民生活用电","交流380V","居民合表电价(不满1千伏）","18.000000","18.000000","1","2007/4/6","","24","2015/4/17","非临时用电","","0"
"2436","432327082","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2001/9/10","","60","2007/9/10","非临时用电","","0"
"2437","432327201","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2438","432327322","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","4.000000","4.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2439","432327344","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2007/8/15 15:05:00","","240","2007/8/15","非临时用电","","0"
"2440","432327354","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","2","2004/10/16","","240","2008/10/16","非临时用电","","0"
"2441","432327398","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2007/8/15 15:05:00","","240","2007/8/15","非临时用电","","0"
"2442","432327399","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2007/8/15 15:24:00","","240","2007/8/15","非临时用电","","0"
"2443","432327414","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2006/12/29 9:51:00","","240","2008/12/29","非临时用电","","0"
"2444","432327454","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2445","432327513","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2006/8/29 17:01:00","","240","2008/8/29","非临时用电","","0"
"2446","432327649","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2447","432327663","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2008/6/4","","12","2008/6/4","非临时用电","","0"
"2448","432328021","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2008/7/8 11:18:00","","240","2008/7/8","非临时用电","","0"
"2449","432328024","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2008/6/21 16:40:00","","240","2008/6/21","非临时用电","","0"
"2450","432328025","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2008/6/21 16:51:00","","240","2008/6/21","非临时用电","","0"
"2451","432328101","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2008/8/11 9:29:00","","240","2008/8/11","非临时用电","","0"
"2452","432328334","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2009/4/3 10:03:00","","240","2009/4/3","非临时用电","","0"
"2453","432328380","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2008/8/11","","12","2008/8/11","非临时用电","","0"
"2454","432328388","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2008/9/17","","12","2008/9/17","非临时用电","","0"
"2455","432328449","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2008/7/11 17:08:00","","240","2008/7/11","非临时用电","","0"
"2456","432328466","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2008/9/21 9:29:00","","240","2008/9/21","非临时用电","","0"
"2457","432328546","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","2.000000","2.000000","1","2004/8/20","","240","2008/8/20","非临时用电","","0"
"2458","432328575","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2008/7/29 10:34:00","","240","2008/7/29","非临时用电","","0"
"2459","432328648","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2008/8/2 10:35:00","","240","2008/8/2","非临时用电","","0"
"2460","432328652","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","1","2008/8/7 9:42:00","","240","2008/8/7","非临时用电","","0"
"2461","432328775","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","12.000000","12.000000","","2008/1/29 11:09:00","","240","2008/1/29","非临时用电","","0"
"2462","1637766645","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","12.000000","12.000000","","2012/10/24","","240","2012/10/24","非临时用电","","0"
"2463","1638032453","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","15.000000","15.000000","","2012/10/23","","240","2012/10/23","非临时用电","","0"
"2464","1642275865","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","30.000000","30.000000","","2012/11/1","","240","2012/11/1","非临时用电","","0"
"2465","1642278969","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","80.000000","80.000000","","2012/11/1","","240","2012/11/1","非临时用电","","0"
"2466","1642303866","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","30.000000","30.000000","","2012/11/1","","240","2012/11/1","非临时用电","","0"
"2467","1642303968","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","30.000000","30.000000","","2012/11/1","","240","2012/11/1","非临时用电","","0"
"2468","1643789215","非居民照明","交流220V","居民合表电价(不满1千伏）","14.000000","14.000000","","2012/11/2","","240","2012/11/2","非临时用电","","0"
"2469","1646362203","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","12.000000","12.000000","","2012/11/9","","240","2012/11/9","非临时用电","","0"
"2470","1646414368","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","30.000000","30.000000","","2012/11/13","","240","2012/11/13","非临时用电","","0"
"2471","1650215019","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","","2012/11/23","","24","2012/11/23","非临时用电","","0"
"2472","1650376492","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2012/11/21","","240","2012/11/21","非临时用电","","0"
"2473","1652057341","非居民照明","交流380V","居民合表电价(不满1千伏）","13.000000","13.000000","","2012/11/22","","240","2012/11/22","非临时用电","","0"
"2474","1659201223","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","","2012/12/13","","240","2012/12/13","非临时用电","","0"
"2475","1659766790","乡村居民生活用电","交流380V","居民合表电价(不满1千伏）","29.000000","29.000000","","2012/12/8","","240","2012/12/8","非临时用电","","0"
"2476","1663100139","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","","2012/12/15","","240","2012/12/15","非临时用电","","0"
"2477","1663886248","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","75.000000","75.000000","","2012/12/25","","240","2012/12/25","非临时用电","","0"
"2478","1663898014","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","20.000000","20.000000","","2012/12/25","","24","2012/12/25","非临时用电","","0"
"2479","1664997308","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","12.000000","12.000000","","2012/12/19","","240","2012/12/19","非临时用电","","0"
"2480","1665001180","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","12.000000","12.000000","","2012/12/19","","240","2012/12/19","非临时用电","","0"
"2481","1667423520","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","12.000000","12.000000","","2012/12/22","","240","2012/12/22","非临时用电","","0"
"2482","1667439693","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","12.000000","12.000000","","2012/12/22","","240","2012/12/22","非临时用电","","0"
"2483","1667470687","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","12.000000","12.000000","","2012/12/22","","240","2012/12/22","非临时用电","","0"
"2484","1667490248","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","12.000000","12.000000","","2012/12/22","","240","2012/12/22","非临时用电","","0"
"2485","1667728677","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","70.000000","70.000000","","2012/12/28","","240","2012/12/28","非临时用电","","0"
"2486","1667750428","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","70.000000","70.000000","","2012/12/28","","240","2012/12/28","非临时用电","","0"
"2487","1667939670","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2012/12/29","","240","2012/12/29","非临时用电","","0"
"2488","1668091179","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","70.000000","70.000000","","2012/12/28","","240","2012/12/28","非临时用电","","0"
"2489","1668100132","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","70.000000","70.000000","","2012/12/28","","240","2012/12/28","非临时用电","","0"
"2490","1668114684","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","70.000000","70.000000","","2012/12/28","","240","2012/12/28","非临时用电","","0"
"2491","1669048480","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2012/12/29","","240","2012/12/29","非临时用电","","0"
"2492","1669366615","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2012/12/29","","240","2012/12/29","非临时用电","","0"
"2493","1669423607","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","12.000000","12.000000","","2012/12/30","","240","2012/12/30","非临时用电","","0"
"2494","1669468499","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2012/12/29","","240","2012/12/29","非临时用电","","0"
"2495","1669615000","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2012/12/29","","240","2012/12/29","非临时用电","","0"
"2496","1670492451","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","12.000000","12.000000","","2012/12/31","","240","2012/12/31","非临时用电","","0"
"2497","1670709404","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2012/12/29","","240","2012/12/29","非临时用电","","0"
"2498","1676636242","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2013/1/5","","240","2013/1/5","非临时用电","","0"
"2499","1676731985","乡村居民生活用电","交流380V","居民合表电价(不满1千伏）","20.000000","20.000000","","2013/1/8","","240","2013/1/8","非临时用电","","0"
"2500","1677581779","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2013/1/8","","240","2013/1/8","非临时用电","","0"
"2501","1679320610","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","12.000000","12.000000","","2013/1/11","","240","2013/1/11","非临时用电","","0"
"2502","1679611747","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","8.000000","8.000000","","2013/1/14","","240","2013/1/14","非临时用电","","0"
"2503","1683732985","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2013/1/23","","240","2013/1/23","非临时用电","","0"
"2504","1683748482","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2013/1/23","","240","2013/1/23","非临时用电","","0"
"2505","1683874042","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2013/1/23","","240","2013/1/23","非临时用电","","0"
"2506","1684115379","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2013/1/23","","240","2013/1/23","非临时用电","","0"
"2507","1684125382","乡村居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2013/1/23","","240","2013/1/23","非临时用电","","0"
"2508","1684777093","城镇居民生活用电","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2013/1/27","","240","2013/1/27","非临时用电","","0"
"2509","1686205252","城镇居民生活用电","交流380V","居民合表电价(不满1千伏）","80.000000","80.000000","","2013/1/29","","240","2013/1/29","非临时用电","","0"
"2510","1686280918","非居民照明","交流220V","居民合表电价(不满1千伏）","13.000000","13.000000","","2013/1/31","","240","2013/1/31","非临时用电","","0"
